n_neighbors,Selected Features,Adjusted R²,RMSE,R²,Explained Variance
3,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Total']",0.3626198029977884,0.4274241857662152,0.3637853097978401,0.3638880779351853
3,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover High [high cld lay]']",0.36599581619248034,0.4262907135100893,0.3671551496499118,0.3673372697307109
3,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Medium [mid cld lay]']",0.3719583085056617,0.4242814528314366,0.3731067390116538,0.3732950504661795
3,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Low [low cld lay]']",0.30645841362180803,0.44585748687810456,0.30772661655444433,0.30811222855150855
3,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Sunshine Duration']",0.357405241677169,0.4291690544816129,0.35858028376982487,0.3587200846530597
"(['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]'], 1)","(['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]'], 2)","(['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]'], 3)"
4,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Wind Speed [10 m]']",0.3514275141606733,0.43116060276746754,0.35261348706370277,0.35295257457543294
4,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Wind Speed [850 mb]']",0.3548283929021153,0.43002869212109623,0.35600814699364425,0.35629341912200396
4,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Total']",0.3541230472882243,0.43026369625919675,0.3553040911674078,0.3555164338733451
4,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover High [high cld lay]']",0.3614524705486173,0.42781541056712963,0.36262011192064636,0.3629311219056436
4,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Medium [mid cld lay]']",0.36651019209604874,0.4261177507998286,0.3676685849710519,0.3679742547100535
4,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Low [low cld lay]']",0.3103465492197045,0.44460594630734696,0.3116076423480195,0.31222420107950144
4,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Sunshine Duration']",0.34619401958486007,0.4328966792887009,0.3473895624016472,0.3476189895233035
"(['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]'], 1)","(['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]'], 2)","(['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]'], 3)","(['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]'], 4)"
5,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Wind Speed [10 m]']",0.35005355152189854,0.4316170553336431,0.35124203683872124,0.35179787759181436
5,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Wind Speed [850 mb]']",0.3471496562837807,0.43258019148884624,0.3483434516332379,0.3488952425582641
5,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Total']",0.3470863086550904,0.4326011781245295,0.3482802198413627,0.34859398298384225
5,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover High [high cld lay]']",0.34946511750688525,0.43181239504059216,0.3506546788280286,0.3511110500562
5,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Medium [mid cld lay]']",0.35504015259784616,0.4299581138304297,0.3562195194677976,0.3565311838660489
5,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Cloud Cover Low [low cld lay]']",0.3105234108621082,0.44454893304956516,0.3117841805830631,0.3125572618318254
5,"['Basel Wind Direction [10 m]', 'Basel Longwave Radiation', 'Basel Direct Shortwave Radiation', 'Basel Mean Sea Level Pressure [MSL]', 'Basel Geopotential Height [850 mb]', 'Basel Geopotential Height [800 mb]', 'Basel Geopotential Height [700 mb]', 'Basel Geopotential Height [500 mb]', 'Basel Relative Humidity [2 m]', 'Basel Wind Gust', 'Basel Wind Speed [100 m]', 'Basel Wind Direction [100 m]', 'Basel Wind Speed [900 mb]', 'Basel Wind Direction [900 mb]', 'Basel Wind Direction [850 mb]', 'Basel Wind Speed [800 mb]', 'Basel Wind Direction [800 mb]', 'Basel Wind Speed [700 mb]', 'Basel Wind Speed [500 mb]', 'Basel Wind Speed [250 mb]', 'Basel Shortwave Radiation', 'Basel Geopotential Height [1000 mb]', 'Basel Sunshine Duration']",0.33862546179970054,0.4353951085491582,0.3398348444025473,0.3401626358895016
